社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
中正大樓,高雄市新興區中正四路53號,22.6304864,120.2999558,12,15,800,1,,,,商辦大樓,false
湖邦花園大廈,高雄市三民區鼎新路219號之1,22.66759,120.323879,64,136,344,5,4,1996年,14.0,住宅社區,false
甜蜜家庭大廈,高雄市左營區孟子路538號,22.6774485,120.3048537,13,162,648,6,6,1994年,24.2,住宅社區,false
最佳女主角大樓,高雄市新興區中正四路65號,22.6304469,120.299774,15,1,1200,1,,,,商辦大樓,false
凱悅大亨,高雄市三民區金鼎路66巷1號,22.662999,120.328373,14,120,480,4,4,1998年,12.8,住宅社區,false
保時捷大樓,高雄市左營區文萊路341號,22.6779125,120.3027444,15,165,660,5,5,2004年,20.8,住宅社區,false
寶成世紀大樓,高雄市新興區民生一路56號,22.6279296,120.3103915,25,168,4000,2,,,,商辦大樓,false
白金漢綠野大第,高雄市三民區信國路4號,22.647065,120.3389978,15,120,480,6,3,1991年,12.0,住宅社區,false
王家之戀,高雄市左營區重上街246號,22.677431,120.3029941,17,196,784,4,4,2001年,16.9,住宅社區,false
世界通貿中心,高雄市新興區民生一路247號,22.6272328,120.308048,18,29,1890,2,,,,商辦大樓,false
京城世界一期社區,高雄市三民區河堤路510號,22.665183,120.313868,14,436,1744,15,15,1997年,36.9,住宅社區,false
歡庭100,高雄市左營區忠言路191號,22.658081,120.30453,13,100,403,6,4,1992年,15.1,住宅社區,false
生活大師大樓,高雄市新興區復興ㄧ路10號,22.628378,120.308097,12,4,800,1,,,,商辦大樓,false
京城世界二期大廈,高雄市三民區裕誠路62號,22.6641868,120.3142709,14,384,1152,13,13,2012年,22.0,住宅社區,false
TAKU宅大樓,高雄市左營區重忠路86號,22.6890402,120.3158965,15,60,180,2,1,2018年,25.7,住宅社區,false
中山世紀大樓,高雄市新興區中山一路240號,22.6343669,120.3026353,12,29,1100,1,,,,商辦大樓,false
好來屋大廈,高雄市三民區河堤路532號,22.665694,120.314272,14,280,910,11,11,1998年,16.4,住宅社區,false
千禧屋大樓,高雄市左營區重上街50號,22.6745791,120.3078122,14,78,312,3,3,2000年,15.9,住宅社區,false
亞洲中山大廈,高雄市新興區中山一路263號,22.6354089,120.3020418,12,8,500,1,,,,商辦大樓,false
維也納DC,高雄市三民區民哲路33號,22.6612974,120.3127238,18、20,250,1000,10,16,1993年,14.0,住宅社區,false
富麗國大廈,高雄市左營區大中二路570號,22.682901,120.309038,20,252,1008,6,4,1996年,15.7,住宅社區,false
啟安大樓,高雄市新興區中山二路472號,22.6204706,120.3024317,14,83,600,2,,,,商辦大樓,false
頂天麗地大廈,高雄市三民區明吉路68號,22.6629176,120.3137432,16,94,235,3,3,1996年,17.0,住宅社區,false
新光CITY大樓,高雄市左營區大中二路753號,22.6861838,120.304568,15,210,880,4,4,2011年,16.1,住宅社區,false
燕山公寓大廈,高雄市新興區八德一路316號,22.6359754,120.3048548,12,10,700,1,,,,商辦大樓,false
凱悅大帝,高雄市三民區民族一路702-1號,22.6630994,120.316323,22~23,246,984,6,3,1996年,17.0,住宅社區,false
"新光 MORE",高雄市左營區大中二路816號,22.6862091,120.3034399,15,88,352,2,2,2015年,16.7,住宅社區,false
安慶企業大樓,高雄市新興區八德一路332號,22.6359816,120.3041751,12,5,600,1,,,,商辦大樓,false
愛丁堡,高雄市三民區民族一路901巷26弄1號,22.6812521,120.318864,10,96,288,4,4,1994年,16.7,住宅社區,false
三閱大樓,高雄市左營區文天路152號,22.6873703,120.3148188,15,101,303,3,2,2015年,20.5,住宅社區,false
都會大亨大樓,高雄市新興區和平一路199號,22.6310682,120.3174551,12,9,700,1,,,,商辦大樓,false
宇宙國大廈,高雄市三民區民族一路901巷26弄2號,22.681384,120.31907,24,248,869,5,5,1996年,15.0,住宅社區,false
皇苑尊邸,高雄市左營區文瑞路19之1號,22.6746802,120.3146835,13,217,1105,8,8,1999年,17.0,住宅社區,false
京城企業大樓,高雄市新興區民族二路97號,22.6325534,120.3130995,12,11,800,1,,,,商辦大樓,false
百達富御大樓,高雄市三民區鼎祥街112號,22.6667387,120.3161559,15,84,105,3,2,2015年,21.0,住宅社區,false
孟想家大樓,高雄市左營區重立路70號,22.6731293,120.3132219,12,100,400,4,4,2005年,16.8,住宅社區,false
萬寶立華廈,高雄市新興區民族二路166號,22.6358135,120.3140466,7,8,400,1,,,,商辦大樓,false
羅丹大廈,高雄市三民區明吉路17號,22.6624077,120.3132842,15,108,75,4,4,1994年,16.0,住宅社區,false
翠華一期社區,高雄市左營區翠華路601巷1號,22.6722267,120.2908072,16,882,3080,28,14,1999年,10.82,住宅社區,false
新藝城公寓大樓,高雄市新興區五福二路47號,22.6249564,120.3070757,11,10,700,2,,,,商辦大樓,false
愛河之心大樓,高雄市三民區大連街366號,22.6511739,120.3057986,13,106,240,2,1,2009年,21.0,住宅社區,false
翠華二期乙基地,高雄市左營區翠華路601巷72號,22.6756621,120.2923252,14,506,2024,22,11,1999年,10.8,住宅社區,false
通寶企業大樓,高雄市鼓山區昌盛路334、336號,22.6640227,120.2976653,14,48,2000,1,,,,商辦大樓,false
帝匯大廈,高雄市三民區褒揚東街162巷53號,22.6406482,120.3464291,15,159,478,7,4,2013年,24.2,住宅社區,false
美麗多成大樓,高雄市左營區文奇路181號,22.6729378,120.3086389,9,60,240,3,3,1998年,14.5,住宅社區,false
博愛巨星大樓,高雄市鼓山區明華路251號,22.6632727,120.2990242,17,34,800,1,,,,商辦大樓,false
大統蘭園,高雄市三民區建武路218號,22.6465375,120.3309066,34,84,400,4,2,1991年,13.0,住宅社區,false
太普NEWS大樓,高雄市左營區崇德路80號,22.6737534,120.3081712,15,210,840,5,5,2008年,20.4,住宅社區,false
環球企業大樓,高雄市鼓山區明華路315、317號,22.6632298,120.3009425,20,85,3000,2,,,,商辦大樓,false
永信生活館大廈,高雄市三民區建武路76巷1號,22.6416101,120.3293111,12,140,560,5,5,1999年,15.0,住宅社區,false
雲品苑大樓,高雄市左營區崇德路100號,22.674033,120.3072847,27,98,239,2,1,2013年,28.8,住宅社區,false
中華企業聯盟,高雄市鼓山區中華一路203號,22.6633544,120.2928693,12,11,1000,1,,,,商辦大樓,false
當代五合院,高雄市三民區建元路9巷7號,22.647678,120.318129,13,204,816,12,6,1999年,20.7,住宅社區,false
新世紀大廈,高雄市左營區崇德路338~342號,22.6765114,120.3027253,17,129,516,6,3,1994年,15.3,住宅社區,false
百立中華企業大樓,高雄市鼓山區中華一路223號,22.662564,120.293005,12,25,970,1,,,,商辦大樓,false
百達儷緻社區,高雄市三民區建昌路30號,22.6476882,120.3232344,15,176,900,5,5,2013年,17.53,住宅社區,false
桂花田大廈,高雄市左營區文自路201巷50號,22.6739324,120.3061556,13,200,800,8,8,1998年,18.4,住宅社區,false
巨港亞洲大樓,高雄市鼓山區中華一路336號,22.6623533,120.2921689,12,28,1100,2,,,,商辦大樓,false
國家公園大亨,高雄市三民區正興路5號,22.6459102,120.3229435,175,420,1750,14,7,1992年,15.0,住宅社區,false
百達富儷大樓,高雄市左營區重化街8號,22.674642,120.3088966,15,58,232,2,2,2011年,23.0,住宅社區,false
東井中華大樓,高雄市鼓山區中華一路350號,22.6617484,120.292205,13,24,1030,1,,,,商辦大樓,false
敦柏藝術家大樓,高雄市三民區建和街1號,22.6456383,120.3220051,12,91,270,3,3,1997年,10.0,住宅社區,false
藝墅大廈,高雄市左營區明華一路153號,22.662757,120.3076941,8,49,202,3,3,1998年,15.44,住宅社區,false
京城CBD大樓,高雄市鼓山區中華一路820、822、824、826、828號,22.6603476,120.292029,13,34,1100,1,,,,商辦大樓,false
萬世亨通,高雄市三民區皓東路9巷1號,22.6482182,120.3307129,9,100,400,5,5,1998年,14.3,住宅社區,false
萬歲王宮大樓,高雄市左營區光興街175號,22.662606,120.310808,17,84,336,4,2,1990年,14.0,住宅社區,false
國家世貿大樓,高雄市鼓山區中華路一段2109號,22.659153,120.2920312,12,24,800,1,,,,商辦大樓,false
歐夏蕾大樓,高雄市三民區灣中街259號,22.6493855,120.3184146,74,180,630,5,5,2006年,18.2,住宅社區,false
浪琴嶼大廈,高雄市左營區城峰路20號,22.6724777,120.2872779,15,702,2808,25,13,2008年,23.3,住宅社區,false
綠洲富第大樓(1),高雄市鼓山區明華路335、337、339號,22.6631874,120.3017893,16,20,400,1,,,,商辦大樓,false
揚名天廈,高雄市三民區義光街38號,22.642337,120.341323,12,90,360,4,2,1998年,13.7,住宅社區,false
遠見美景大樓,高雄市左營區保靖街28~32號,22.663774,120.3061787,21,74,296,4,2,1994年,18.4,住宅社區,false
綠洲富第大樓(2),高雄市鼓山區明華路343、345、347號,22.6631716,120.3020867,16,20,450,1,,,,商辦大樓,false
玉璽江山大樓,高雄市三民區德山街49號,22.646716,120.316947,15,117,456,4,4,1995年,11.32,住宅社區,false
捷市館大廈,高雄市左營區文川路471號1樓,22.6868044,120.3148025,14,53,162,2,1,2008年,17.0,住宅社區,false
朱沙大樓,高雄市鼓山區博愛一路534號,22.6553809,120.3037849,12,19,1100,1,,,,商辦大樓,false
戀戀MORE大樓,高雄市三民區九如一路180號,22.6373397,120.3392375,15,59,236,2,1,1999年,22.0,住宅社區,false
棋琴15重奏,高雄市左營區南屏路261號,22.6692978,120.2984085,14,54,216,2,1,2014年,25.95,住宅社區,false
鴻碩政經新都,高雄市鳳山區自由路224號,22.6255906,120.3487757,12,18,1100,1,,,,商辦大樓,false
科博爵士,高雄市三民區九如一路510號,22.6393837,120.3269985,14,84,336,4,4,2006年,18.38,住宅社區,false
高雄傑座社區,高雄市左營區新莊一路162號,22.6717508,120.2977367,23,216,864,8,4,1999年,18.16,住宅社區,false
新光人壽鳳山大樓,高雄市鳳山區建國路三段242號,22.6375781,120.351672,7,16,1200,1,,,,商辦大樓,false
陽光歐鄉大樓,高雄市三民區大豐一路23號,22.6541645,120.3311869,12~13,178,620,7,7,1995年,13.13,住宅社區,false
長谷2000大廈,高雄市左營區新莊一路377號,22.6709911,120.3019484,26,169,676,4,2,2000年,22.5,住宅社區,false
楠梓商業大樓,高雄市楠梓區建楠路139號,22.7268136,120.3268458,12,8,600,1,,,,商辦大樓,false
大興皇邸,高雄市三民區大興街69號,22.6548969,120.3296247,7,56,178,3,3,1992年,10.8,住宅社區,false
巨蛋公園大廈,高雄市左營區新莊一路393號,22.6708709,120.3025083,22,126,504,3,3,1996年,15.9,住宅社區,false
楠梓站前商業大樓,高雄市楠梓區建楠路236號,22.727203,120.3247652,12,8,600,1,,,,商辦大樓,false
皇裕風采,高雄市三民區大豐一路301號,22.6588404,120.330098,15,92,368,3,3,2007年,16.0,住宅社區,false
棋琴11重奏,高雄市左營區新南街78-98號,22.6724139,120.296909,15,108,432,4,2,2011年,20.3,住宅社區,false
歡樂十七大樓,高雄市楠梓區軍校路800號,22.710663,120.293227,17,31,800,1,,,,商辦大樓,false
坤榮世家大樓,高雄市三民區大豐二路353號,22.6466301,120.3343086,14,138,532,5,5,1998年,12.12,住宅社區,false
阿曼W大廈,高雄市左營區文康路40號,22.6730073,120.3036565,13,49,196,1,1,2014年,25.33,住宅社區,false
高雄市高雄地區農會右昌辦事處,高雄市楠梓區盛昌街217號,22.714335,120.2875455,4,2,800,1,,,,商辦大樓,false
後驛好林居社區,高雄市三民區中華二路102巷6號,22.640811,120.292361,11,39,122,2,2,1996年,14.6,住宅社區,false
傲之邸大樓,高雄市左營區文康路257號,22.6763843,120.3054895,15,108,432,4,4,1995年,17.6,住宅社區,false
大裕首席寶座大樓,高雄市鹽埕區七賢二路470、472號,22.6295165,120.2843086,12,11,600,1,,,,商辦大樓,false
微風輕井澤大樓,高雄市三民區大昌二路100號,22.6429636,120.3323267,14、15,180,720,5,5,2005年,18.2,住宅社區,false
合群新城孝區,高雄市左營區緯六路250號,22.6975415,120.2873868,14,312,1248,12,6,2010年,12.0,住宅社區,false
高雄市鹽埕示範市場-新樂棟,高雄市鹽埕區新樂街214號,22.6258756,120.2816385,15,7,500,1,,,,商辦大樓,false
尖美市社區,高雄市三民區大昌二路105號,22.641447,120.332035,22,250,1000,10,5,1997年,14.5,住宅社區,false
戀戀愛情海大廈,高雄市左營區海明街65號,22.6888871,120.2877513,15,160,640,8,5,2007年,14.9,住宅社區,false
高雄市鹽埕示範市場-大仁棟,高雄市鹽埕區大仁路179號,22.6266847,120.2819414,15,7,500,1,,,,商辦大樓,false
戀戀LIFE社區,高雄市三民區覺民路285巷32號,22.6386108,120.3365518,15,198,792,4,2,2015年,20.8,住宅社區,false
自由清境,高雄市左營區安吉街242號,22.6635404,120.307898,12,78,390,3,3,1993年,14.0,住宅社區,false
